transaction_id,customer_id,transaction_date,amount
T02089,C0325,2023-11-30,67.95
T02090,C0357,2023-10-29,33.74
T02091,C0159,2023-10-21,48.27
T02092,C0348,2024-03-20,47.55
T02093,C0348,2023-01-17,75.03
T02094,C0286,2023-11-18,71.35
T02095,C0018,2024-03-31,67.61
T02096,C0044,2023-10-19,76.39
T02097,C0155,2023-03-15,350.84
T02098,C0355,2023-09-20,51.57
T02099,C0410,2024-04-28,96.64
T02100,C0377,2023-01-16,45.53
T02101,C0231,2023-01-14,72.14
T02102,C0371,2023-12-02,41.74
T02103,C0316,2023-10-08,86.27
T02104,C0402,2023-12-27,48.09
T02105,C0225,2023-01-04,27.81
T02106,C0217,2024-02-17,151.66
T02107,C0056,2023-05-07,35.29
T02108,C0031,2023-11-08,59.42
T02109,C0357,2023-01-06,73.64
T02110,C0059,2023-05-09,67.49
T02111,C0380,2024-02-27,122.01
T02112,C0386,2024-01-20,93.12
T02113,C0353,2024-01-06,51.26
T02114,C0423,2023-08-20,28.98
T02115,C0235,2024-03-22,134.45
T02116,C0107,2023-11-09,57.6
T02117,C0191,2023-07-14,190.36
T02118,C0018,2023-03-06,62.7
T02119,C0401,2023-11-17,119.85
T02120,C0226,2023-04-13,235.46
T02121,C0167,2023-10-04,103.98
T02122,C0071,2024-05-07,65.02
T02123,C0362,2023-06-07,87.85
T02124,C0054,2023-08-12,83.8
T02125,C0245,2023-10-16,90.93
T02126,C0350,2024-03-07,36.91
T02127,C0076,2023-10-05,114.93
T02128,C0035,2024-04-22,36.75
T02129,C0267,2023-07-01,26.1
T02130,C0317,2024-01-01,98.52
T02131,C0300,2023-01-04,34.32
T02132,C0121,2023-08-03,135.36
T02133,C0324,2024-03-14,175.72
T02134,C0025,2024-03-03,242.17
T02135,C0432,2023-08-05,106.9
T02136,C0160,2024-01-31,74.34
T02137,C0084,2023-07-28,57.57
T02138,C0114,2024-04-07,75.64
T02139,C0223,2023-03-15,40.84
T02140,C0388,2023-08-15,57.13
T02141,C0166,2024-01-10,119.92
T02142,C0191,2024-05-14,43.39
T02143,C0175,2024-03-11,48.0
T02144,C0001,2023-04-03,128.77
T02145,C0387,2024-04-04,39.69
T02146,C0229,2023-03-06,46.17
T02147,C0086,2023-11-17,26.33
T02148,C0062,2023-01-10,120.49
T02149,C0320,2024-02-06,97.16
T02150,C0401,2023-10-30,113.91
T02151,C0382,2023-11-18,43.09
T02152,C0206,2023-11-01,112.21
T02153,C0105,2024-03-31,93.05
T02154,C0318,2023-10-05,59.19
T02155,C0291,2023-03-27,68.2
T02156,C0250,2023-01-26,87.94
T02157,C0013,2023-08-06,75.99
T02158,C0163,2024-01-28,102.01
T02159,C0043,2024-02-09,39.97
T02160,C0386,2023-04-05,83.36
T02161,C0111,2023-09-01,69.88
T02162,C0205,2024-03-22,71.36
T02163,C0384,2023-04-17,72.53
T02164,C0256,2024-01-25,184.95
T02165,C0307,2023-09-05,153.04
T02166,C0438,2023-01-14,99.48
T02167,C0144,2023-06-10,119.54
T02168,C0146,2023-03-12,28.28
T02169,C0391,2023-06-01,127.19
T02170,C0301,2024-04-01,74.94
T02171,C0164,2023-03-16,53.68
T02172,C0169,2024-01-11,36.29
T02173,C0298,2023-08-03,30.86
T02174,C0233,2024-01-03,28.44
T02175,C0391,2023-02-20,38.24
T02176,C0271,2024-01-21,27.3
T02177,C0060,2023-05-23,123.94
T02178,C0296,2024-02-23,46.44
T02179,C0235,2023-02-05,59.5
T02180,C0165,2024-05-14,154.75
T02181,C0194,2024-01-09,34.13
T02182,C0234,2024-04-20,160.41
T02183,C0368,2023-06-16,101.53
T02184,C0183,2023-08-24,56.39
T02185,C0333,2023-09-17,34.4
T02186,C0232,2023-07-11,32.2
T02187,C0361,2023-07-21,55.66
T02188,C0107,2023-09-19,36.34
T02189,C0378,2023-07-04,48.37
T02190,C0223,2023-06-07,29.08
T02191,C0080,2023-09-03,92.79
T02192,C0234,2023-04-20,36.77
T02193,C0381,2023-04-09,131.02
T02194,C0184,2023-08-29,43.46
T02195,C0428,2024-05-05,144.95
T02196,C0185,2023-07-21,40.79
T02197,C0134,2023-05-02,120.84
T02198,C0220,2023-04-27,55.38
T02199,C0288,2023-04-06,90.62
T02200,C0364,2023-08-22,27.96
T02201,C0202,2024-05-04,76.28
T02202,C0370,2023-03-08,37.07
T02203,C0146,2024-01-11,74.96
T02204,C0324,2023-08-06,36.43
T02205,C0127,2023-01-15,68.1
T02206,C0135,2023-09-30,33.79
T02207,C0114,2023-08-07,43.63
T02208,C0264,2023-10-01,92.8
T02209,C0064,2024-01-06,306.82
T02210,C0135,2023-05-27,69.73
T02211,C0041,2023-11-28,112.16
T02212,C0296,2023-12-10,83.15
T02213,C0003,2024-03-28,76.74
T02214,C0401,2023-06-01,30.02
T02215,C0194,2023-12-13,36.69
T02216,C0110,2023-10-31,185.96
T02217,C0221,2024-02-18,64.59
T02218,C0370,2023-01-15,96.46
T02219,C0368,2024-03-06,81.35
T02220,C0436,2024-01-14,60.72
T02221,C0406,2024-04-30,61.8
T02222,C0004,2024-01-18,85.8
T02223,C0244,2024-03-03,36.41
T02224,C0390,2023-12-20,61.74
T02225,C0166,2024-02-15,69.43
T02226,C0026,2023-03-25,340.61
T02227,C0395,2023-07-11,57.48
T02228,C0017,2023-02-10,102.58
T02229,C0216,2023-12-18,36.09
T02230,C0092,2023-11-20,30.08
T02231,C0031,2023-09-18,178.91
T02232,C0205,2023-11-05,123.4
T02233,C0419,2024-01-13,53.65
T02234,C0400,2023-05-16,77.68
T02235,C0207,2023-10-05,35.94
T02236,C0107,2023-04-16,117.11
T02237,C0146,2023-01-07,30.47
T02238,C0367,2024-02-10,131.11
T02239,C0101,2023-10-29,84.36
T02240,C0368,2023-01-30,49.52
T02241,C0318,2023-05-06,173.85
T02242,C0368,2023-12-23,345.54
T02243,C0241,2024-02-04,47.01
T02244,C0411,2023-03-20,148.09
T02245,C0247,2024-01-24,129.02
T02246,C0163,2023-03-08,128.13
T02247,C0372,2023-01-23,261.4
T02248,C0173,2023-07-08,75.0
T02249,C0035,2023-03-15,109.1
T02250,C0284,2023-01-05,155.24
T02251,C0359,2024-02-11,73.98
T02252,C0381,2024-04-07,74.25
T02253,C0358,2023-03-23,53.78
T02254,C0393,2023-01-25,138.84
T02255,C0399,2023-09-21,111.92
T02256,C0021,2024-04-23,69.99
T02257,C0308,2024-02-09,65.77
T02258,C0163,2023-01-02,30.65
T02259,C0097,2023-10-05,25.49
T02260,C0307,2023-11-24,81.45
T02261,C0339,2023-12-09,65.53
T02262,C0055,2023-08-12,144.24
T02263,C0333,2023-03-13,83.67
T02264,C0127,2023-03-09,232.0
T02265,C0428,2023-11-16,41.37
T02266,C0193,2023-04-04,371.52
T02267,C0243,2023-01-19,51.53
T02268,C0349,2023-05-08,102.13
T02269,C0088,2023-12-09,77.26
T02270,C0336,2023-03-23,58.42
T02271,C0409,2023-09-11,36.25
T02272,C0215,2024-03-12,35.86
T02273,C0092,2023-08-09,118.23
T02274,C0303,2023-12-09,60.57
T02275,C0235,2023-04-07,268.89
T02276,C0184,2023-02-21,54.55
T02277,C0038,2023-06-24,332.94
T02278,C0139,2023-12-04,42.25
T02279,C0195,2023-07-01,33.14
T02280,C0015,2024-03-03,53.11
T02281,C0257,2023-12-19,187.59
T02282,C0135,2024-01-26,80.34
T02283,C0001,2023-04-25,35.93
T02284,C0049,2023-12-14,41.97
T02285,C0096,2023-01-01,52.97
T02286,C0201,2023-03-04,91.9
T02287,C0413,2023-09-05,55.3
T02288,C0026,2023-08-19,128.09
T02289,C0343,2023-08-14,96.84
T02290,C0429,2024-02-27,180.26
T02291,C0235,2023-01-19,77.13
T02292,C0349,2023-01-31,55.17
T02293,C0244,2023-11-29,444.38
T02294,C0358,2023-05-01,57.96
T02295,C0327,2023-01-24,66.98
T02296,C0396,2023-11-21,149.21
T02297,C0351,2024-04-15,31.96
T02298,C0416,2023-07-30,61.64
T02299,C0374,2024-03-24,31.72
T02300,C0404,2023-06-10,36.25
T02301,C0375,2023-09-12,25.35
T02302,C0051,2023-02-28,25.72
T02303,C0081,2023-04-24,60.89
T02304,C0036,2024-02-21,149.23
T02305,C0067,2023-06-09,91.32
T02306,C0129,2024-03-18,100.57
T02307,C0370,2023-08-08,79.93
T02308,C0155,2023-12-23,153.52
T02309,C0245,2023-06-18,184.26
T02310,C0111,2023-01-12,167.15
T02311,C0168,2024-04-01,150.4
T02312,C0142,2023-08-30,40.13
T02313,C0356,2024-01-10,92.58
T02314,C0197,2023-05-19,90.45
T02315,C0109,2023-04-07,81.3
T02316,C0376,2023-05-27,74.16
T02317,C0079,2023-07-01,32.0
T02318,C0390,2023-02-26,33.08
T02319,C0161,2023-02-11,199.42
T02320,C0019,2023-12-20,99.61
T02321,C0127,2023-07-18,47.82
T02322,C0205,2023-01-31,49.56
T02323,C0029,2023-06-29,95.66
T02324,C0207,2023-01-02,64.18
T02325,C0280,2024-04-11,68.66
T02326,C0151,2024-02-26,29.69
T02327,C0240,2023-10-15,36.2
T02328,C0266,2023-05-18,62.49
T02329,C0182,2023-04-15,115.22
T02330,C0105,2024-01-27,28.69
T02331,C0425,2023-08-06,55.55
T02332,C0433,2023-08-10,114.08
T02333,C0401,2023-11-27,142.78
T02334,C0236,2023-04-15,40.82
T02335,C0173,2024-02-08,123.61
T02336,C0158,2024-02-08,258.27
T02337,C0172,2023-05-07,202.99
T02338,C0311,2023-09-22,141.83
T02339,C0403,2023-07-19,118.44
T02340,C0157,2023-09-09,45.1
T02341,C0258,2023-01-15,100.36
T02342,C0164,2023-08-14,102.31
T02343,C0147,2024-04-16,64.17
T02344,C0391,2023-12-19,75.95
T02345,C0154,2023-04-15,113.82
T02346,C0367,2023-08-21,252.9
T02347,C0038,2024-05-07,51.25
T02348,C0131,2023-11-15,46.21
T02349,C0358,2024-05-02,94.06
T02350,C0255,2023-08-07,35.51
T02351,C0208,2023-10-04,90.52
T02352,C0095,2023-09-18,31.98
T02353,C0348,2024-01-16,75.59
T02354,C0327,2024-02-23,97.65
T02355,C0171,2023-12-07,30.45
T02356,C0250,2024-03-27,42.39
T02357,C0190,2024-01-04,55.64
T02358,C0199,2024-03-07,59.49
T02359,C0221,2023-12-02,109.55
T02360,C0024,2024-04-23,81.47
T02361,C0244,2024-04-18,61.11
T02362,C0423,2023-07-09,69.93
T02363,C0324,2024-01-07,25.98
T02364,C0128,2024-02-23,135.4
T02365,C0093,2023-07-17,28.14
T02366,C0300,2023-12-19,157.6
T02367,C0133,2023-10-04,83.4
T02368,C0055,2023-12-02,81.28
T02369,C0158,2024-05-09,116.45
T02370,C0029,2023-02-08,172.22
T02371,C0410,2023-06-11,239.39
T02372,C0211,2024-05-04,83.79
T02373,C0154,2023-05-01,37.25
T02374,C0293,2024-01-15,183.17
T02375,C0222,2024-02-03,28.11
T02376,C0115,2023-09-19,148.51
T02377,C0437,2024-03-25,110.56
T02378,C0158,2023-08-04,201.33
T02379,C0259,2023-11-08,195.81
T02380,C0251,2023-02-18,29.1
T02381,C0122,2023-04-02,95.51
T02382,C0299,2023-05-09,34.99
T02383,C0263,2023-11-17,31.13
T02384,C0381,2023-01-28,69.6
T02385,C0049,2023-12-22,32.7
T02386,C0377,2023-05-28,122.62
T02387,C0329,2024-03-07,285.39
T02388,C0297,2023-11-24,88.23
T02389,C0362,2023-03-06,45.11
T02390,C0077,2023-08-06,163.96
T02391,C0438,2023-02-20,168.85
T02392,C0127,2024-03-02,123.98
T02393,C0197,2023-11-01,96.61
T02394,C0221,2024-02-13,176.75
T02395,C0091,2023-03-15,38.37
T02396,C0411,2024-04-04,226.18
T02397,C0008,2024-02-29,245.6
T02398,C0032,2023-07-18,179.17
T02399,C0320,2023-07-11,46.64
T02400,C0394,2023-07-08,171.49
T02401,C0269,2023-01-12,76.63
T02402,C0191,2023-08-27,92.78
T02403,C0349,2023-12-26,162.73
T02404,C0163,2023-03-22,27.25
T02405,C0061,2024-03-28,58.82
T02406,C0438,2024-01-18,151.84
T02407,C0264,2023-09-27,151.13
T02408,C0285,2023-10-17,166.63
T02409,C0095,2023-02-17,38.9
T02410,C0041,2023-11-13,116.78
T02411,C0414,2023-07-28,36.88
T02412,C0149,2023-02-04,140.32
T02413,C0204,2023-04-29,46.09
T02414,C0267,2023-03-06,125.4
T02415,C0002,2023-11-11,70.52
T02416,C0178,2023-08-30,346.58
T02417,C0425,2024-05-12,90.04
T02418,C0194,2023-02-05,100.09
T02419,C0387,2024-04-07,59.43
T02420,C0336,2023-09-09,124.47
T02421,C0435,2024-02-07,76.22
T02422,C0196,2023-08-31,26.37
T02423,C0343,2023-02-11,95.35
T02424,C0249,2023-03-10,158.1
T02425,C0212,2024-02-07,45.27
T02426,C0153,2023-04-17,43.74
T02427,C0158,2023-02-08,95.41
T02428,C0362,2023-03-10,152.77
T02429,C0139,2023-06-29,46.54
T02430,C0221,2023-01-12,226.91
T02431,C0273,2023-12-05,221.7
T02432,C0154,2024-03-06,41.79
T02433,C0249,2023-07-23,47.97
T02434,C0279,2023-02-05,115.45
T02435,C0436,2023-05-06,252.33
T02436,C0304,2023-03-04,117.81
T02437,C0276,2023-11-28,69.15
T02438,C0002,2023-03-23,38.88
T02439,C0088,2024-05-11,71.35
T02440,C0287,2023-11-03,95.0
T02441,C0411,2024-05-10,55.14
T02442,C0130,2023-10-26,78.54
T02443,C0078,2023-02-03,35.46
T02444,C0260,2023-08-28,70.14
T02445,C0241,2023-04-07,32.14
T02446,C0141,2023-02-18,28.78
T02447,C0228,2023-05-26,170.99
T02448,C0163,2023-05-05,42.21
T02449,C0236,2023-07-08,89.2
T02450,C0128,2023-02-26,37.1
T02451,C0200,2023-12-15,47.84
T02452,C0390,2023-04-19,58.63
T02453,C0031,2023-01-05,36.63
T02454,C0138,2024-04-17,28.53
T02455,C0021,2023-01-24,182.27
T02456,C0234,2023-08-09,25.89
T02457,C0202,2024-03-23,29.75
T02458,C0279,2023-11-11,147.63
T02459,C0131,2023-10-21,49.85
T02460,C0416,2024-02-21,121.23
T02461,C0148,2023-01-10,36.86
T02462,C0029,2023-06-14,45.31
T02463,C0361,2024-04-25,88.78
T02464,C0308,2023-08-03,360.8
T02465,C0371,2023-05-06,30.72
T02466,C0430,2023-09-24,63.38
T02467,C0162,2023-10-07,28.3
T02468,C0357,2023-03-29,41.66
T02469,C0340,2024-03-30,203.52
T02470,C0061,2023-04-24,32.61
T02471,C0125,2023-01-21,170.79
T02472,C0071,2023-05-28,39.68
T02473,C0326,2023-09-02,173.42
T02474,C0395,2023-09-23,82.92
T02475,C0364,2023-08-05,182.91
T02476,C0243,2024-03-06,37.34
T02477,C0249,2024-04-28,132.67
T02478,C0221,2023-08-28,110.62
T02479,C0021,2024-03-06,83.72
T02480,C0387,2024-02-03,149.79
T02481,C0082,2024-03-03,103.37
T02482,C0344,2023-08-20,182.2
T02483,C0367,2023-08-20,60.98
T02484,C0010,2023-08-30,91.86
T02485,C0411,2023-07-09,178.36
T02486,C0012,2024-01-25,43.14
T02487,C0263,2023-08-17,74.88
T02488,C0145,2023-03-07,267.82
T02489,C0192,2024-04-04,73.13
T02490,C0250,2024-01-13,46.86
T02491,C0114,2024-01-23,57.43
T02492,C0026,2023-10-06,187.27
T02493,C0271,2023-09-26,257.39
T02494,C0033,2023-07-28,249.84
T02495,C0062,2024-02-19,115.03
T02496,C0229,2023-01-16,78.44
T02497,C0303,2023-10-24,40.13
T02498,C0095,2024-04-18,34.86
T02499,C0035,2023-08-08,29.62
T02500,C0193,2023-09-14,26.34
T02501,C0076,2024-01-02,182.85
T02502,C0379,2023-09-25,149.2
T02503,C0249,2023-08-17,87.92
T02504,C0083,2023-04-29,524.76
T02505,C0025,2024-03-15,254.4
T02506,C0057,2023-06-27,104.84
T02507,C0032,2023-01-20,71.85
T02508,C0319,2024-03-25,37.38
T02509,C0012,2023-02-05,79.36
T02510,C0319,2023-12-01,37.88
T02511,C0333,2024-02-26,63.12
T02512,C0092,2024-02-10,239.39
T02513,C0001,2023-04-18,56.39
T02514,C0435,2023-07-08,37.44
T02515,C0326,2023-06-27,90.49
T02516,C0136,2023-04-06,94.17
T02517,C0196,2023-11-11,41.16
T02518,C0133,2023-01-20,41.42
T02519,C0086,2023-06-13,367.08
T02520,C0295,2024-01-17,45.91
T02521,C0279,2023-04-07,161.6
T02522,C0324,2023-05-23,72.66
T02523,C0180,2023-03-03,67.82
T02524,C0004,2023-08-30,51.21
T02525,C0126,2023-08-26,136.48
T02526,C0175,2023-05-11,184.43
T02527,C0251,2023-04-03,47.7
T02528,C0021,2024-05-09,32.49
T02529,C0105,2023-04-01,36.04
T02530,C0066,2023-05-13,143.06
T02531,C0263,2023-05-03,67.93
T02532,C0049,2024-03-15,35.61
T02533,C0016,2024-02-19,56.2
T02534,C0145,2023-12-08,79.15
T02535,C0340,2024-02-23,168.32
T02536,C0250,2023-04-28,101.99
T02537,C0343,2024-03-30,39.52
T02538,C0354,2023-07-17,37.96
T02539,C0075,2023-10-09,64.87
T02540,C0290,2024-01-09,30.86
T02541,C0417,2023-01-01,130.66
T02542,C0282,2023-07-30,63.49
T02543,C0066,2023-09-20,56.51
T02544,C0125,2024-02-24,78.36
T02545,C0319,2023-11-28,117.57
T02546,C0087,2023-07-31,88.18
T02547,C0041,2023-03-28,146.61
T02548,C0186,2023-06-02,99.44
T02549,C0354,2023-12-16,141.33
T02550,C0380,2023-07-06,114.5
T02551,C0335,2023-03-02,41.09
T02552,C0266,2023-10-12,29.03
T02553,C0271,2023-04-05,200.29
T02554,C0042,2023-10-01,243.43
T02555,C0093,2023-02-10,122.35
T02556,C0185,2023-05-27,121.61
T02557,C0215,2023-09-03,48.62
T02558,C0017,2023-05-12,83.64
T02559,C0265,2024-03-24,389.4
T02560,C0114,2023-10-24,170.42
T02561,C0292,2023-05-03,52.22
T02562,C0292,2023-05-23,51.86
T02563,C0048,2023-07-01,74.56
T02564,C0307,2023-07-11,63.89
T02565,C0097,2024-03-31,59.79
T02566,C0375,2024-02-03,98.96
T02567,C0095,2023-07-26,25.87
T02568,C0326,2024-03-09,133.08
T02569,C0074,2023-08-19,126.05
T02570,C0336,2023-01-22,158.04
T02571,C0068,2024-02-06,163.13
T02572,C0246,2023-03-21,87.67
T02573,C0406,2023-05-10,138.58
T02574,C0077,2023-10-19,75.85
T02575,C0208,2023-10-03,252.01
T02576,C0372,2024-02-04,40.87
T02577,C0254,2023-11-19,210.43
T02578,C0221,2024-01-11,47.43
T02579,C0262,2024-02-18,33.13
T02580,C0410,2023-02-24,68.37
T02581,C0331,2023-03-07,96.57
T02582,C0344,2023-08-15,44.7
T02583,C0259,2023-01-26,85.86
T02584,C0308,2024-03-16,148.73
T02585,C0074,2023-09-10,47.29
T02586,C0125,2023-07-16,90.12
T02587,C0188,2023-05-10,56.09
T02588,C0254,2023-08-31,81.59
T02589,C0321,2023-11-08,107.45
T02590,C0308,2023-07-31,57.36
T02591,C0235,2023-07-09,414.99
T02592,C0250,2023-10-17,87.22
T02593,C0332,2023-08-14,155.49
T02594,C0398,2023-09-03,121.86
T02595,C0345,2023-02-25,168.7
T02596,C0072,2023-02-24,39.32
T02597,C0235,2023-10-03,43.88
T02598,C0324,2023-11-02,75.12
T02599,C0156,2024-02-13,168.46
T02600,C0394,2023-12-06,41.51
T02601,C0115,2023-06-02,290.7
T02602,C0313,2023-02-22,35.24
T02603,C0228,2024-02-02,39.43
T02604,C0322,2024-03-19,38.73
T02605,C0346,2023-04-21,91.14
T02606,C0245,2024-05-06,212.16
T02607,C0306,2024-03-02,47.09
T02608,C0014,2024-05-05,85.4
T02609,C0016,2024-03-21,39.5
T02610,C0438,2024-05-01,99.8
T02611,C0427,2023-07-23,34.86
T02612,C0042,2023-04-22,75.69
T02613,C0110,2023-11-21,104.86
T02614,C0278,2024-03-22,89.91
T02615,C0324,2023-09-15,36.31
T02616,C0019,2024-03-13,38.2
T02617,C0066,2023-01-16,108.47
T02618,C0167,2024-03-14,149.13
T02619,C0073,2023-12-16,204.01
T02620,C0403,2024-05-09,150.99
T02621,C0400,2024-03-02,298.51
T02622,C0310,2024-03-20,64.35
T02623,C0409,2023-06-15,55.17
T02624,C0112,2023-10-28,27.14
T02625,C0274,2024-01-17,69.82
T02626,C0407,2024-03-10,104.03
T02627,C0373,2024-03-01,151.72
T02628,C0085,2023-10-07,48.34
T02629,C0139,2024-01-06,79.05
T02630,C0039,2023-06-07,106.36
T02631,C0105,2024-02-25,85.16
T02632,C0324,2023-09-06,49.02
T02633,C0281,2024-01-14,144.33
T02634,C0414,2023-06-30,39.28
T02635,C0429,2023-07-10,201.52
T02636,C0123,2024-05-01,253.68
T02637,C0218,2023-05-19,59.13
T02638,C0377,2023-03-19,60.39
T02639,C0061,2024-02-11,126.98
T02640,C0100,2024-01-08,70.7
T02641,C0307,2023-12-02,27.18
T02642,C0354,2023-02-19,214.31
T02643,C0393,2023-03-26,67.26
T02644,C0204,2023-07-02,42.06
T02645,C0258,2023-07-02,85.84
T02646,C0005,2023-01-04,43.53
T02647,C0197,2024-04-25,42.3
T02648,C0180,2024-03-13,84.18
T02649,C0342,2023-11-13,62.2
T02650,C0133,2023-04-21,88.82
T02651,C0324,2023-11-30,456.44
T02652,C0253,2023-12-05,171.93
T02653,C0265,2023-09-08,25.58
T02654,C0093,2023-05-13,28.89
T02655,C0150,2023-04-10,95.64
T02656,C0411,2024-04-23,98.81
T02657,C0138,2024-05-07,182.9
T02658,C0208,2024-02-06,99.38
T02659,C0125,2023-06-21,44.38
T02660,C0234,2023-10-14,72.41
T02661,C0061,2023-04-29,149.16
T02662,C0307,2023-12-16,217.13
T02663,C0266,2024-02-09,45.28
T02664,C0134,2023-06-24,83.18
T02665,C0318,2023-01-30,37.98
T02666,C0113,2023-02-24,76.54
T02667,C0389,2023-12-27,32.08
T02668,C0378,2023-07-15,238.2
T02669,C0191,2024-03-28,101.22
T02670,C0379,2023-02-10,169.42
T02671,C0187,2023-06-22,503.07
T02672,C0319,2023-11-26,40.13
T02673,C0367,2023-08-07,113.85
T02674,C0089,2023-07-27,188.52
T02675,C0187,2023-06-07,89.34
T02676,C0307,2023-11-29,101.56
T02677,C0434,2023-08-16,64.28
T02678,C0132,2023-03-26,109.24
T02679,C0360,2023-06-22,62.76
T02680,C0123,2023-09-02,73.56
T02681,C0048,2023-12-26,33.15
T02682,C0288,2023-06-22,25.59
T02683,C0376,2023-12-01,29.25
T02684,C0179,2023-07-31,41.04
T02685,C0180,2023-03-25,70.74
T02686,C0099,2023-06-22,26.59
T02687,C0330,2023-07-02,37.71
T02688,C0034,2024-03-18,139.05
T02689,C0420,2023-05-13,132.71
T02690,C0070,2024-01-15,141.95
T02691,C0171,2023-10-15,215.89
T02692,C0366,2023-09-19,34.51
T02693,C0272,2023-12-16,38.36
T02694,C0059,2023-10-09,55.43
T02695,C0181,2023-10-20,210.01
T02696,C0019,2023-09-26,137.03
T02697,C0226,2023-12-15,54.38
T02698,C0095,2023-07-16,31.88
T02699,C0369,2023-01-25,96.86
T02700,C0297,2023-05-21,47.26
T02701,C0081,2024-04-16,81.81
T02702,C0175,2023-08-11,238.29
T02703,C0222,2023-01-20,88.76
T02704,C0103,2023-09-04,218.11
T02705,C0054,2023-11-24,62.45
T02706,C0183,2024-03-19,100.25
T02707,C0351,2023-07-20,193.25
T02708,C0403,2024-02-09,91.5
T02709,C0318,2023-04-25,96.57
T02710,C0355,2024-01-18,119.49
T02711,C0349,2023-07-08,185.35
T02712,C0321,2024-04-12,31.92
T02713,C0068,2024-04-07,55.81
T02714,C0028,2023-01-26,63.02
T02715,C0274,2023-02-23,205.35
T02716,C0282,2023-06-19,259.28
T02717,C0360,2024-01-30,34.62
T02718,C0403,2024-02-25,34.51
T02719,C0311,2024-05-03,229.84
T02720,C0119,2024-01-16,51.3
T02721,C0380,2023-01-11,45.76
T02722,C0134,2023-01-27,27.72
T02723,C0129,2023-12-16,49.18
T02724,C0008,2023-03-24,113.7
T02725,C0051,2023-10-17,66.64
T02726,C0341,2023-02-07,79.56
T02727,C0281,2024-03-20,211.94
T02728,C0175,2023-03-28,34.14
T02729,C0183,2024-03-12,30.54
T02730,C0192,2023-11-17,168.26
T02731,C0249,2024-01-22,136.83
T02732,C0235,2024-03-26,47.96
T02733,C0083,2023-06-05,54.39
T02734,C0093,2024-02-02,52.86
T02735,C0373,2023-11-04,103.27
T02736,C0394,2023-10-13,29.74
T02737,C0312,2023-07-05,75.41
T02738,C0268,2023-07-01,35.78
T02739,C0417,2024-03-28,153.5
T02740,C0120,2024-01-04,60.93
T02741,C0071,2023-05-23,81.24
T02742,C0017,2024-02-26,27.23
T02743,C0253,2023-07-25,29.5
T02744,C0122,2023-05-22,109.31
T02745,C0380,2023-07-04,134.18
T02746,C0010,2024-03-18,117.85
T02747,C0287,2023-08-29,125.18
T02748,C0316,2023-01-08,33.29
T02749,C0326,2023-03-13,113.68
T02750,C0273,2024-02-07,40.04
T02751,C0306,2023-10-15,32.74
T02752,C0293,2023-04-05,131.15
T02753,C0210,2023-06-06,190.14
T02754,C0218,2023-02-10,119.6
T02755,C0241,2023-11-27,147.83
T02756,C0374,2023-10-28,379.03
T02757,C0200,2023-09-26,35.86
T02758,C0216,2023-06-04,276.76
T02759,C0205,2023-10-02,93.95
T02760,C0413,2023-06-03,150.85
T02761,C0416,2023-02-22,103.77
T02762,C0216,2023-06-28,88.3
T02763,C0080,2024-02-25,116.21
T02764,C0267,2023-08-28,53.95
T02765,C0390,2023-05-17,218.55
T02766,C0379,2023-09-12,34.19
T02767,C0035,2024-04-20,53.71
T02768,C0289,2023-08-12,27.37
T02769,C0018,2023-06-29,48.74
T02770,C0165,2023-07-01,43.46
T02771,C0013,2023-09-16,28.82
T02772,C0202,2023-08-31,75.76
T02773,C0229,2023-04-06,72.42
T02774,C0346,2023-07-16,31.07
T02775,C0366,2024-01-27,47.77
T02776,C0001,2023-01-14,254.84
T02777,C0319,2023-04-30,33.8
T02778,C0217,2024-01-22,52.29
T02779,C0034,2024-02-12,27.74
T02780,C0359,2023-09-26,37.09
T02781,C0266,2023-06-20,115.15
T02782,C0128,2024-02-17,59.26
T02783,C0212,2023-03-13,70.12
T02784,C0263,2023-06-28,37.81
T02785,C0312,2023-06-19,110.96
T02786,C0080,2023-06-08,129.43
T02787,C0165,2024-03-22,39.99
T02788,C0413,2023-06-03,28.45
T02789,C0252,2024-02-06,31.33
T02790,C0012,2023-03-23,105.26
T02791,C0401,2023-02-26,35.92
T02792,C0304,2023-01-07,76.08
T02793,C0212,2023-04-22,37.42
T02794,C0282,2024-04-30,38.99
T02795,C0112,2023-02-17,25.33
T02796,C0211,2023-03-21,54.02
T02797,C0378,2024-01-10,32.06
T02798,C0239,2024-01-11,62.56
T02799,C0268,2023-11-12,93.31
T02800,C0405,2023-02-02,59.36
T02801,C0298,2023-04-25,116.58
T02802,C0317,2024-01-19,126.45
T02803,C0058,2023-01-03,114.45
T02804,C0438,2024-04-30,232.01
T02805,C0034,2023-01-04,45.32
T02806,C0263,2023-12-22,40.75
T02807,C0365,2023-09-17,95.57
T02808,C0035,2023-02-11,92.77
T02809,C0271,2023-01-09,78.52
T02810,C0227,2024-05-02,25.33
T02811,C0025,2023-11-03,85.77
T02812,C0234,2023-05-25,227.5
T02813,C0059,2024-02-05,55.55
T02814,C0251,2023-04-07,282.22
T02815,C0335,2023-10-03,58.09
T02816,C0086,2023-05-22,36.3
T02817,C0251,2023-10-05,63.11
T02818,C0390,2024-03-11,76.18
T02819,C0180,2023-01-27,99.46
T02820,C0207,2023-02-12,77.72
T02821,C0344,2023-05-11,82.71
T02822,C0149,2023-08-04,26.83
T02823,C0071,2023-04-04,46.94
